address,opepen_count,checks_original_80_count,checks_original_40_count,checks_original_20_count,checks_original_10_count,checks_original_5_count,checks_original_4_count,checks_original_1_count,opepens
0x2177da04f9479496c2292d6344d306aa49beb34a,10,0,0,0,0,0,0,0,"1051, 2096, 6533, 11861, 12544, 12727, 12850, 13376, 14609, 15525"
0xd2216185b036b4bec7200f60b5e35433a23778eb,10,0,0,0,0,0,0,0,"4178, 6137, 6334, 7748, 8727, 9361, 10660, 11208, 11856, 12954"
0xf7677dadb97a99f971e405650cd8bdda10e72dfa,10,0,0,0,0,0,0,0,"2607, 3999, 8895, 8980, 11500, 12179, 12762, 14894, 15108, 15246"
0x38eeee83a388ef859db0e8bffeccea11189c02e2,10,0,0,0,0,0,0,0,"3305, 3353, 3849, 5795, 9949, 11762, 14188, 14910, 15239, 15841"
0x9e646127f8c7b44e66e56f53bdffb079b2896c0d,10,0,0,0,0,0,0,0,"2067, 2101, 5045, 7113, 7237, 7365, 7730, 9775, 13894, 14418"
0x11502311a80736dad252cc8cf95125dfc041fd15,10,4,0,0,1,0,0,0,"2747, 3390, 5368, 5370, 12900, 13747, 13793, 14452, 14928, 15862"
0xde88c5f654e43083adaf91206a8a8e225f3605f4,10,0,0,0,0,0,0,0,"2872, 3357, 5465, 6883, 7451, 10952, 11391, 13740, 15725, 15791"
0xb406ebb1a43cdc9c6eb5b392c712329c0b84d546,10,14,0,0,0,0,0,0,"1553, 3407, 3622, 4605, 4779, 4849, 5207, 8996, 10723, 14419"
0x92890034a3dcb1c38c1184775788ba0f95c23f03,10,34,0,1,0,0,1,0,"2183, 2788, 5525, 7012, 7544, 7600, 7602, 12221, 13283, 15755"
0xaf2e35c1a0668130d9dd51c201aa016f366f1a4d,10,0,0,0,0,0,0,0,"2238, 3081, 4132, 4143, 6723, 8240, 8252, 9239, 9241, 9903"
0x2dfcc264b08a181bc7c38b9901059bab369a5a4e,10,0,0,0,0,0,0,0,"2446, 2450, 9515, 9517, 9518, 9519, 10415, 14714, 14715, 14961"
0x89f42ccb1b90103a4b886cc8ee01979492808079,10,0,0,0,0,0,0,0,"2113, 2341, 2707, 3722, 6838, 7980, 9636, 12704, 13749, 15250"
0xede834d76d04f07ee76eb22d28f32fb38a830b7a,10,0,0,0,0,0,0,0,"1352, 5321, 6430, 8842, 11154, 13685, 14118, 14474, 15394, 15666"
0xcdef563a96b9751d781051b57c3cb664aa14e882,10,0,0,0,0,0,0,0,"4825, 5584, 8149, 9440, 10536, 10732, 11218, 12131, 14209, 14503"
0x065748e855d39e44aa8491218fc33dbdff5b552f,10,5,0,0,0,0,0,0,"4326, 4521, 6859, 7835, 8197, 9869, 10256, 11530, 12283, 14778"
0xb65045528d358c0e5db94e00fe9413e244d6a411,10,1,0,0,0,0,0,0,"1843, 1849, 1857, 1862, 1920, 1921, 6686, 6949, 6951, 11711"
0xeae9478e072f05cf575f9bbe814a74116c76c8ac,10,0,0,0,0,0,0,0,"2213, 3083, 5357, 8308, 9094, 9763, 10102, 10322, 14918, 15389"
0x8b82f47a8047a4210dc33f0e8b0da82f52696e04,10,1,0,0,0,0,0,0,"2498, 3940, 4261, 9208, 10019, 10056, 10603, 11290, 11987, 14286"
0xe5636d672df88fab180ae99a4a93feabac6a4f00,10,0,0,0,0,0,0,0,"4820, 8437, 8742, 10605, 11635, 12960, 13410, 14128, 14262, 14537"
0xa15b668b95fe5ea740da21db69947ac8bb400c51,10,0,0,0,0,0,0,0,"3039, 5797, 6007, 6648, 6847, 7854, 8787, 9784, 12361, 14585"
0x98a84477cee770b21e6faf888f0f44c9da0cc73a,10,1,0,0,0,0,0,0,"3505, 3665, 5426, 9116, 9131, 10916, 12291, 14020, 14037, 14179"
0x4e62c2ea327aca5b88026c869c11e1175ed056bb,10,0,0,0,0,0,0,0,"3947, 5075, 6505, 11248, 11824, 12481, 12739, 13300, 13671, 14613"
0x2522a2d3692bd3b7d1b087439318de38a1a6b257,10,0,0,0,0,0,0,0,"2107, 2618, 3330, 3684, 7161, 7607, 7745, 10400, 11564, 11571"
0x9c8d8642c20b568f9eb4248cfe49bb220451dcb0,10,0,0,0,0,0,0,0,"6717, 7052, 8424, 8583, 10515, 10746, 11022, 15639, 15688, 15946"
0x0f0a52b2f15b32da816eb5b641443be2ea573ba9,10,0,0,0,0,0,0,0,"2839, 3419, 7021, 8544, 9493, 11417, 11607, 12239, 12622, 14281"
0xfc0cd343ba513a481032ffff5b0b1123a2700117,10,4,0,0,0,0,0,0,"7162, 7189, 7444, 8633, 8814, 9004, 11850, 13642, 14432, 15267"
0x99b476d2d2a1d13b81454a11c81ab8211b18902d,10,0,0,0,0,0,0,0,"817, 2219, 2374, 2394, 2402, 2539, 4174, 14140, 14560, 15157"
0xc0e14b5a3e9e72acebc735f56c8e1c0e1cabda21,10,0,0,0,0,0,0,0,"1291, 1321, 2893, 3105, 3499, 3987, 4073, 4776, 4911, 5166"
0x64f0d40a9dab3b3288782c91b168efb8531b5210,10,0,0,1,0,0,0,0,"1809, 1936, 3761, 3882, 4299, 4414, 5515, 7992, 9350, 14957"
0x81590c16b9d1495d133cf881acf5cc0b56730b74,10,9,2,0,0,0,0,0,"1508, 1876, 7287, 7473, 8104, 10360, 12829, 13592, 15014, 15738"
0xdbd10ff27ea8c4d8ea6795397996361862091410,10,10,0,0,0,0,0,0,"1505, 4847, 4904, 5614, 7053, 9037, 10804, 12295, 12994, 13490"
0x2abca92602d912a6884b8066e3db14256d023441,10,0,0,0,0,0,0,0,"2193, 3070, 3221, 6665, 7930, 8911, 12651, 13902, 13973, 14508"
0xc6aa79a22b08c794b25dc58cb36f2250779cdf4f,10,5,3,1,1,0,0,0,"1180, 1615, 1647, 8073, 9487, 9820, 10470, 10846, 11796, 12248"
0x7630b2e3ad127854171f762caba3d47794135af6,10,0,0,0,0,0,0,0,"4659, 4679, 6192, 7882, 9643, 10092, 10218, 10295, 12523, 14105"
0x96067e35bb4ff14232f25a932213b35c8bfaf8f9,10,4,0,0,0,0,0,0,"3396, 6989, 11794, 13336, 14026, 14420, 14637, 14990, 15152, 15306"
0x3eb83132a11367be237292928ace7fd8dbfd00ea,10,0,0,0,0,0,0,0,"505, 1224, 2856, 3183, 3275, 7486, 8791, 10931, 11687, 12915"
0x357db7ab93eef87334f12aa4d02bfaa548c27514,10,0,0,0,0,0,0,0,"3520, 4677, 7305, 7567, 8596, 8894, 10654, 10874, 11124, 11507"
0xf9e6721f967c8ebd4a01d5cff178b64a614c393b,10,0,0,1,0,0,0,0,"3462, 7587, 10578, 10777, 11865, 11869, 13352, 14532, 15215, 15807"
0xbbe30b36eb676eeac610400d247c771d48976ffe,10,0,0,0,0,0,0,0,"321, 433, 2568, 7834, 8317, 8426, 11962, 14823, 15017, 15309"
0xd0736dabf379e1037d2f1f7898f8cd3802e9d995,10,0,0,0,0,0,0,0,"1009, 3711, 4168, 5163, 14261, 14670, 14898, 15018, 15118, 15609"
0x173216d1fd08e76fd4f25710d2849091ce2fb026,10,0,0,0,0,0,0,0,"5313, 10576, 11360, 12277, 12282, 12439, 13013, 15713, 15730, 15733"
0x9b4e84706ee5b00b19fd3630c148c9a40db0565e,10,0,0,0,0,0,0,0,"1501, 1566, 4496, 5999, 8393, 11035, 12059, 12338, 12378, 13571"
0xb6573b8484c26bf6dbe71e4e9fc0ed779ebdaa3f,10,0,0,0,0,0,0,0,"5294, 8597, 10655, 11284, 12644, 13244, 14168, 14666, 14973, 15522"
0x41fdab94523da6fc07462329191e93722e0565ef,10,1,0,0,0,0,0,0,"2315, 5742, 9544, 10009, 10769, 11072, 12404, 13071, 13431, 15918"
0x809dcc99c388767fb8bd9c25590f96c801aaebaf,10,0,0,0,0,0,0,0,"3930, 4810, 4873, 5715, 5807, 5905, 6016, 6112, 6157, 6228"
0x9ee49420ade329ff711bd4d45761377cf1215db3,9,1,0,0,0,1,0,0,"753, 2014, 3943, 4788, 6270, 7663, 11561, 11723, 13538"
0x65286e266256968ed2d53270e460099dc360002e,9,0,0,0,0,0,0,0,"631, 745, 1383, 4350, 5101, 5172, 8872, 12011, 14002"
0x45069946c4808e6e00648048debf800fce4d3c14,9,1,0,0,0,0,0,0,"671, 704, 2930, 3186, 6349, 8475, 9480, 12070, 13682"
0x58353a3b9ed991af6a23c0188798eba49f26949e,9,0,0,0,0,0,0,0,"1053, 1423, 2796, 3480, 4203, 12219, 12222, 12359, 14782"
0x1695609ecf81d10f9b1227ced1a84eb36cffd57a,9,2,0,0,0,0,0,0,"825, 1314, 2483, 2958, 3974, 4601, 6969, 9087, 12362"
0x5e2ddb9bb6de540f5062f8d2ea5a3c851456fb0e,9,0,0,0,0,0,0,0,"2822, 6043, 6965, 9789, 13062, 13785, 14150, 15082, 15344"
0xdd74a5f502167c1bdd88968d058834170175277b,9,0,0,0,0,0,0,0,"7801, 7866, 10276, 11870, 12790, 13779, 14596, 14761, 15273"
0xea40b0f6ba2ad77ff2fedae98ca67eaefcbcbe4a,9,7,0,0,0,0,0,0,"1451, 3328, 3864, 5133, 8587, 10764, 10876, 11017, 13146"
0x962a7d642178c87eeec92240669ec98f868dc54e,9,23,0,1,0,0,0,1,"100, 333, 7462, 7515, 7832, 8399, 9022, 15861, 15988"
0xf25d53830c733ce2d29741539ba6baf58d75df0c,9,2,0,0,0,0,0,0,"3190, 4380, 10091, 12599, 12866, 13458, 13909, 15507, 15940"
0x3febb7a93aa9865c7bc1ae14dcc94ff0a7132d46,9,0,0,0,0,0,0,0,"1831, 2778, 5899, 6027, 7050, 9115, 9593, 10917, 14070"
0xc19b11e2540dc903ea59f9b5ead590e548a0f06a,9,0,0,0,0,0,0,0,"11, 34, 50, 62, 67, 85, 88, 89, 96"
0x7be486ea1c7da2848da55c646c988309a29bc410,9,0,0,0,0,0,0,0,"123, 286, 1362, 1991, 2277, 2626, 2889, 2905, 10770"
0xbe278ea527c56d3b70cea8a841f34ae90a1a2d11,9,2,3,0,0,0,0,0,"407, 531, 711, 1721, 2561, 3549, 4469, 5553, 6663"
0x5de80296ed79cb3647efdc8ca92c4ed241dd03a7,9,0,0,0,0,0,0,0,"3248, 3701, 3929, 4122, 6983, 8003, 8900, 10038, 10889"
0xf981b1da85d5db8210cff484e364881e2d5cfb5a,9,4,0,0,0,0,0,0,"2053, 2437, 2812, 2928, 4075, 10144, 11081, 15594, 15965"
0x1f151fc620b031533c26b65a4c84babf4b283bf5,9,1,1,0,0,0,0,0,"4078, 5276, 6086, 6096, 6831, 7945, 8974, 11546, 12737"
0x4c8f93d95354ecf0b54222be4c4e8fb37ba8f3bc,9,0,0,0,0,0,0,0,"490, 5887, 5993, 6626, 10286, 11374, 11407, 13861, 15520"
0x16301991d445f916d90ab3859766ce299550b846,9,1,0,0,0,0,0,0,"4, 35, 36, 97, 901, 1818, 1881, 4215, 4216"
0xff0e8c03cc1f8cc4c1228308b2427bb40227d547,9,0,0,0,0,0,0,0,"606, 3495, 6029, 10956, 11875, 13411, 14511, 14873, 15388"
0xa6c88571d0028f47adba983a7240bf12af94633e,9,20,1,0,0,0,0,0,"511, 785, 1571, 1644, 1741, 2817, 7513, 7705, 9016"
0x9a0abcd57493935a1fd880b157a0f9784471ba89,9,0,0,0,0,0,0,0,"1285, 4031, 8553, 11606, 13577, 13651, 13829, 13838, 14230"
0x1fe97b76841a15eeebeeed7fe3cfb6498581f9a3,9,0,0,0,0,0,0,0,"226, 3571, 4383, 7398, 7410, 7615, 7623, 9699, 14909"
0x881475210e75b814d5b711090a064942b6f30605,9,7,0,0,0,0,0,1,"255, 1480, 1688, 2144, 4020, 6280, 7010, 8210, 15986"
0x362b1d6f68d8136bd0595c8e780ade4ed0b60d52,9,1,0,0,0,0,0,0,"1689, 5684, 6253, 6873, 10612, 13817, 15336, 15628, 15920"
0x188386d433e070826ef3a2ca5d9edf595aa441de,9,1,0,0,0,0,0,1,"4352, 4702, 5467, 10140, 12822, 13704, 14955, 15739, 15997"
0xa37d92e550464c7d48a66815421e549450402f68,9,0,0,0,0,0,0,0,"2702, 4673, 5110, 5200, 6788, 7831, 11062, 11538, 15103"
0x4f737e3815a1e0379ea4c311c58d3b5134bab142,9,0,0,0,0,0,0,0,"1190, 1290, 1407, 1597, 2137, 2971, 8068, 8141, 8594"
0x12a39f781e1c2b4cffc4e8e42685324245199a46,9,0,0,0,0,0,0,0,"5793, 8348, 8696, 9062, 9090, 10738, 11045, 11550, 13746"
0x3bcd2f5644ceb5ca27fd7862b4d2d511d1f71a8e,9,0,0,0,0,0,0,0,"1606, 1628, 4744, 8415, 10368, 11662, 12950, 13093, 14173"
0x425b9f102ae8bdd9be6c79fff131c5f1ad8683e5,9,0,0,0,0,0,0,0,"1396, 1760, 4587, 6580, 11313, 11623, 12633, 13593, 15866"
0xf4c40bf7070fdcf64ecf020bcb583738a6cc3bcd,9,4,1,0,0,0,0,0,"105, 1651, 1912, 6353, 7390, 9439, 9612, 14696, 14806"
0x1430cc22bccfece3d894e298a3845d3ac8e871f9,9,2,0,1,0,0,0,0,"373, 656, 824, 893, 903, 968, 1172, 3555, 7044"
0x5a911fa46cb3b417c9cc9d255d9fbc865cdce02f,9,2,0,0,0,0,0,0,"574, 788, 928, 1521, 2342, 3716, 4769, 6129, 7140"
0x81f2c3c65c2d6707bf7b169ef0a8a6e6428faae9,8,0,0,0,0,0,0,0,"195, 628, 948, 1950, 3664, 6518, 7634, 8171"
0x80db43967a91d9b7c77b82244b5073cb5f5cd60b,8,3,0,0,0,0,0,0,"6751, 7399, 8395, 9960, 10762, 12018, 12719, 15826"
0xc8686783ffc680006e7f6e1da123e7ce32273146,8,1,0,1,0,0,0,0,"245, 413, 445, 570, 607, 655, 1963, 7169"
0xcf0c19baf291b578383ba758c7d3cff0b2fce371,8,3,0,0,0,0,0,0,"1512, 2855, 5918, 7269, 8721, 9553, 15370, 15678"
0xd8208bbf403a5de65a61e45321580fd0e31d4432,8,1,0,0,0,0,0,0,"3378, 3908, 6116, 7939, 9252, 9974, 11433, 11663"
0xac0a18006825262a8bdcf9106cf364d62fda183d,8,0,0,0,0,0,0,0,"2829, 3506, 4097, 5672, 10818, 11080, 11084, 11089"
0x8d2a5bdfc692ad912af77016fc75b49856c369f1,8,2,0,0,0,0,0,0,"510, 926, 1022, 1104, 2057, 2252, 3708, 3820"
0x00386637cf48eb0341b3fcfe80edab62b78c866e,8,0,0,0,0,0,0,0,"1710, 3539, 5480, 9427, 10086, 10459, 12836, 13920"
0x8ec4d8191cd6f68a8c2cc0fc12b2ac0e7e0825c5,8,0,0,0,0,0,0,0,"6680, 7301, 8709, 9091, 9343, 10970, 12990, 14359"
0x1a49fce89d020dc189979c0d5a52b59a35742fcf,8,7,0,0,0,0,0,0,"1783, 4650, 10349, 10381, 10403, 12325, 15592, 15813"
0x4c90cdc854af7ac9fbc522c08fb4f4116c61bb0f,8,0,0,0,0,0,0,0,"443, 2924, 3803, 7041, 10919, 11808, 11809, 14834"
0x6e76103bc61e0207d055a6e39f219e2e174c32d3,8,0,0,0,0,0,0,0,"3227, 3590, 4761, 5667, 11329, 11718, 12519, 12577"
0x9f226268adec647cde21e1caf16cbfaa8144ed7f,8,0,0,0,0,0,0,0,"5631, 7304, 9851, 13862, 13980, 15080, 15583, 15796"
0x7fe1533c2e9aab11d0e5074274edc53eeff8d840,8,0,0,0,0,0,0,0,"1798, 3075, 5386, 7868, 9358, 9919, 14268, 14343"
0x39ec45faecd549e24ce64695035e29cf52387de0,8,6,0,0,0,0,0,0,"147, 5286, 7480, 9628, 10112, 12524, 14072, 14153"
0x9226166837750beaadc0d8716dda81d05e8209ea,8,0,0,0,0,0,0,0,"5707, 7209, 8274, 11293, 11495, 12087, 12455, 14576"
0xa41a4b84d74e085bd463386d55c3b6dde6aa2759,8,0,0,0,0,0,0,0,"5651, 6093, 7079, 9076, 10905, 11924, 12016, 15859"
0xe118f9fc541b0a39d5de674492a2c30eaeab7089,8,0,1,0,0,0,0,0,"3598, 10395, 11551, 11912, 12168, 13217, 13787, 15408"
0x56ba72d74446569f2ef8d430bc70d8b3cffd0399,8,1,0,0,0,0,0,0,"287, 1169, 3361, 3569, 4032, 5812, 10088, 10101"
0xc4d598704ad40a8efeb1a6b0db9aea2bd37231ae,8,4,0,0,0,0,0,0,"3086, 5355, 11440, 11459, 11494, 12652, 13072, 13805"
0x66ac38aad1f61e4d50b115879903e1a18ee9b56e,8,0,0,0,0,0,0,0,"11271, 11984, 13284, 13988, 14099, 14458, 14886, 15342"
0x6be72a198322160a319f146a6f63d418a681c7ed,8,0,0,0,0,0,0,0,"5569, 10883, 11011, 11128, 11363, 11447, 11592, 15248"
0x0a4ab655c6e1d1549a25f99362d617d14c37d0e3,8,0,1,0,0,0,0,0,"3935, 5861, 6361, 9188, 11872, 15174, 15249, 15514"
0xaef056433bf65557db2ed49691534994a551b2f9,8,0,0,0,0,0,0,0,"314, 455, 909, 3424, 5050, 5448, 10111, 12730"
0x5b519a0334a6f78993d9b45181ac02ab5b709530,8,1,3,1,0,0,0,0,"71, 252, 357, 774, 804, 846, 915, 6942"
0x1c3c8ff2ab9d89f7e7f46af6598d9009818b42c1,8,0,0,0,0,0,0,0,"249, 5400, 6786, 7295, 10156, 13599, 14298, 14877"
0xd389e3272be2dd07aca708dd4055d7d5c2f94883,8,0,0,0,0,0,0,0,"471, 517, 2115, 2849, 4623, 5888, 7655, 13247"
0x8acf08a19c2858a1c9af39b0e52b0a253bea3717,8,0,0,0,0,0,0,0,"52, 58, 63, 73, 74, 79, 87, 94"
0x355d94427517b9f39d9c0a24357dd4f650f1a449,8,0,0,0,0,0,0,0,"5737, 5934, 6370, 8788, 10324, 11952, 13017, 14721"
0x3ae173bb19fe34f8b123c6690c68382621487dd9,8,0,0,0,0,0,0,0,"2340, 8233, 8284, 8464, 10627, 11443, 11697, 12146"
0x1c63cc953acc3a0b711ed8a10d2590139d214d36,8,0,0,0,0,0,0,0,"268, 364, 369, 653, 974, 3548, 11685, 15754"
0xbb50f9cb894f8d35d8f36141b859078a2a8c4e6e,8,0,0,0,0,0,0,0,"558, 560, 2296, 4288, 7535, 8221, 10626, 15091"
0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,8,2,4,0,0,0,0,0,"171, 3812, 7728, 11972, 11991, 12630, 13509, 15641"
0xc2079e5b077eae969dbeca3747bb855ae9df8f3f,8,1,0,0,0,0,0,0,"588, 4680, 5446, 6530, 8881, 8923, 10338, 15220"
0x9b706e7acd1c29288946c23a219e82a488e17788,8,0,0,0,0,0,0,0,"3232, 6517, 6726, 7725, 8802, 10348, 13822, 15723"
0x3eaadd0eab9048ae65309796cdb0f356cef60cc4,8,0,0,0,0,0,0,0,"354, 1228, 1491, 2564, 5764, 6095, 6106, 6297"
0x5f4636987116de33e8a033db1eaa77265542d1cf,8,0,0,0,0,0,0,0,"7282, 7578, 9184, 10390, 10658, 11194, 12372, 13855"
0x1e4f7441d721024b4bbb2fc78e19a7a3924a9d2f,8,3,1,1,0,0,0,0,"5273, 6647, 7897, 8231, 8507, 8858, 14573, 15909"
0xfb2292dbc5cd18446e58a3a15bfd52ea585a23e6,8,0,0,0,0,0,0,0,"701, 6872, 7639, 10972, 11460, 11465, 13460, 15792"
0xe6563194f9baa6e3064086a98bf73608fc17cbfd,8,0,0,0,0,0,0,0,"1424, 3724, 4660, 5587, 6434, 7584, 9195, 13691"
0x830eb79e2fd1c45b5b234767478ca101a4d00575,8,51,7,0,0,0,0,0,"6010, 6710, 6874, 8637, 9144, 10275, 11477, 15565"
0x49440c6cdc8685ad498bfa2e148c213f9318f192,8,0,0,0,0,0,0,0,"1455, 1780, 3969, 6540, 10971, 12077, 13037, 15621"
0xb26b5d90c8961a779efc8d8ad881b128dd8385eb,8,7,0,0,0,0,0,0,"1819, 5129, 6599, 8752, 9934, 11058, 15528, 15570"
0xc982301321b1e958f2b1783d46fb919956507b64,8,0,0,1,0,0,0,0,"2744, 6729, 7742, 9466, 9878, 10264, 13859, 14347"
0xf0a16efcc5b6c727447d19d31749bb092036ec9f,8,0,0,0,0,0,0,0,"4872, 6058, 7807, 9658, 11969, 12472, 12528, 13969"
0x568333b0c53805891ceef81ea05de933bcf0acea,8,8,0,0,0,0,0,0,"7324, 7875, 11237, 11874, 11890, 11968, 12288, 13556"
0x377fd70d10278af291be7ed64d1489acaee866a0,8,0,0,0,0,0,0,0,"2140, 5718, 9844, 11321, 12201, 12989, 14149, 15163"
0x71fd817a17f09129d780f61470322f3e690d87eb,8,2,0,0,0,0,0,0,"4781, 6257, 8005, 8030, 8917, 9524, 11252, 11588"
0x912e844820eafe9a6c2df0615dcfea91ff32ce75,8,3,0,0,0,0,0,0,"278, 645, 1788, 2491, 2977, 3208, 6360, 14197"
0x9ee6f42531adac0bd443756f0120c6aeed354115,8,0,0,0,0,0,0,0,"1353, 1415, 2541, 2991, 3489, 3663, 12389, 12751"
0x60ced65a51922c9560d72631f658db0df85bff1f,8,0,0,0,0,0,0,0,"422, 4035, 4252, 9958, 10690, 12012, 12800, 15567"
0x2d203335219d3130991f8548b6cb1863563b316e,8,0,1,0,0,0,0,0,"1598, 5966, 7592, 8701, 9040, 13367, 14995, 15670"
0x67f2736750ea3f6010bda9528ef925bcdb77906c,8,3,0,0,0,0,0,0,"6568, 9133, 9822, 10294, 11778, 14991, 15428, 15981"
0xfe819920199392cdd911acdaed84b38f30e27562,7,0,0,0,0,0,0,0,"5215, 6961, 8032, 9026, 9694, 14148, 15277"
0x095baac7b84c08a47b2c8bb1204f7a7c7b9ea54c,7,0,0,0,0,0,0,0,"2287, 2680, 5318, 6142, 7364, 8353, 14205"
0x90dc1cd8da9858a8bee4436cc9761c3c24ae77df,7,0,0,0,0,0,0,0,"1122, 1196, 1757, 3076, 3676, 6743, 7366"
0x37cc41ff7f1569365216d9e01231de1b656bbbfd,7,0,0,0,0,0,0,0,"2760, 5599, 6063, 8460, 12207, 14083, 14308"
0xafa90a512a60b8cefb3dc546a913294472507f3e,7,0,0,0,0,0,0,0,"5780, 6670, 7056, 7297, 8103, 10080, 15700"
0xc910b321a377e9a58655c2d589d5863633bd25f4,7,0,0,0,0,0,0,0,"2440, 3047, 3705, 4698, 5077, 5242, 5340"
0x6b17aa793df998b255c914dc2998d758d25f58a9,7,1,0,0,0,0,0,0,"702, 743, 7214, 7555, 7708, 11734, 14373"
0x0c0de5831f67f8004e659e4f4a8cf73b5859b087,7,0,0,0,0,0,0,0,"3006, 4470, 7228, 7438, 11216, 11989, 13330"
0x6ba7cd2726d2a9cc1c4fe3a6e465f142543332c4,7,1,0,0,0,0,0,0,"1194, 2034, 2439, 2632, 4065, 8720, 12801"
0x5187cc6280e0c5b70da8534e623c6ad581518d25,7,0,0,0,0,0,0,0,"363, 1998, 3728, 4231, 4894, 5347, 7979"
0x92b1b677728e36734d59067a4ce53e5bf1f3a2ab,7,0,0,0,0,0,0,0,"2354, 6066, 10911, 11521, 12967, 13142, 13204"
0x8f9b43bfea347adcf94e394dd4b3389203caac2e,7,0,0,0,0,0,0,0,"427, 2111, 3133, 4981, 5911, 9989, 11339"
0x019d370ada720786cda2c4f78f0f4657af2ff92e,7,1,0,0,0,0,0,0,"603, 1724, 2506, 9194, 10490, 14522, 14795"
0xe343948a11cc6c63254b32b203c5b1b3c25d14db,7,0,0,0,0,0,0,0,"4774, 9243, 10802, 11254, 11375, 12234, 12376"
0xd06fcd267de8c54da81ddd85d19f342d5dc0ff4d,7,0,0,0,0,0,0,0,"3380, 6337, 9809, 10050, 10542, 12007, 12164"
0x515c985749d4f1dba482ac7b40aeecc9241f925e,7,0,0,0,0,0,0,0,"3159, 4798, 7147, 9973, 11419, 13444, 14477"
0xb9b0834b132a82567e38e9c160124284430ced6a,7,3,1,0,0,0,0,0,"138, 140, 203, 362, 896, 1400, 2709"
0x93a27b213b82844492e50c409850b46328d41e47,7,0,0,0,0,0,0,0,"4845, 10945, 12175, 12585, 13172, 14339, 15083"
0x0a64d0ce4adae3fe9979661221b06f37ae6356b4,7,1,0,0,0,0,0,0,"10508, 10561, 11639, 12747, 13111, 13175, 13978"
0x44f1c4ea5a5ea1fcfbdb173b2856bcb53ffc60e8,7,0,0,0,0,0,0,0,"5316, 6583, 7493, 7698, 8653, 9894, 10131"
0x1e7d636812afa46f971818ca8e543a835fbf42e4,7,0,0,0,0,0,0,0,"1808, 3865, 3893, 6246, 11617, 11877, 15224"
0x789ef4dd961eb7056fa66d86e9a888a5ecb28d9b,7,2,0,0,0,0,0,0,"10, 149, 223, 829, 2883, 10506, 12121"
0x596f14761da3e86a1e6289f578f07d01255b2ac5,7,0,0,0,0,0,0,0,"1535, 2518, 4377, 5633, 11148, 14342, 14883"
0xc5825a27a03ff2fba429f49d7e337c4d4dd39400,7,10,0,0,0,0,0,0,"4083, 5837, 10590, 10667, 10743, 10897, 13484"
0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4,7,0,0,0,0,0,0,0,"2516, 2881, 3562, 3610, 9485, 13045, 14852"
0x09e39bf142a77008a63b13bd0789768559390655,7,0,0,0,0,0,0,0,"1620, 10430, 10431, 10432, 13097, 13192, 13531"
0x960b1a74abe556689d1f1e793124f4f8ef27303b,7,0,1,0,0,0,0,0,"3200, 5292, 6454, 7860, 8337, 10524, 15957"
0x523ca94b184898c4fd393dbe18883c742677d5eb,7,0,0,0,0,0,0,0,"3986, 5452, 5481, 7424, 11556, 14478, 14535"
0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,7,0,0,0,0,0,0,0,"2355, 2694, 8034, 9304, 11674, 11950, 13798"
0xdebcb4e1fbdee916e482496c3ab6cab5101c6166,7,0,0,0,0,0,0,0,"1511, 3032, 3137, 9839, 11016, 12421, 15505"
0x30d52e7107e7b8ca511994be717eae7bbbce925a,7,2,1,1,0,0,0,0,"485, 833, 2532, 3215, 3486, 6926, 8933"
0x63fa805ecce95da31cf053672e4c2efb7eca1bbc,7,1,0,0,0,0,0,0,"2170, 3710, 9211, 9431, 10724, 12437, 15892"
0x2a00845c538e0066acca55cdc5bb106ad2dce1c0,7,0,0,0,0,0,0,0,"1957, 4267, 5431, 7197, 11281, 12693, 13086"
0x387cba805a719a1613488e489a8e7f0de63aed14,7,0,0,0,0,0,0,0,"1932, 2774, 4115, 5238, 8523, 9300, 15921"
0x679d5162bad71990abca0f18095948c12a2756b0,7,2,0,0,1,1,0,0,"2212, 4424, 6461, 7310, 8339, 10374, 13195"
0x83b4cde2f08275b8522b59b157e32555116daef3,7,1,0,0,0,0,0,0,"3964, 6256, 7274, 8241, 8820, 14606, 15402"
0x20854fb195e5a3171c7da2f26726b7e2b2a54145,7,0,2,0,0,0,0,0,"143, 193, 238, 273, 3274, 3421, 13929"
0xb756d6b49fcea3e770b7dcf0f4ad144911a7a782,7,0,0,0,0,0,0,0,"4972, 5311, 6188, 9962, 10316, 11235, 12759"
0xa31a661fa0247e04499291c98c57ca23dc2d26db,7,1,0,0,0,0,0,0,"857, 868, 1444, 4945, 5629, 8168, 14216"
0x7476a30f99109803dc289850412131dfba8e754d,7,5,0,0,0,0,0,0,"1759, 3282, 4991, 5876, 12067, 13908, 14496"
0x2304c4997567a91be413a719ad67ebea661d0ef1,7,3,0,0,0,0,0,0,"1552, 2463, 8458, 8995, 10575, 11898, 14204"
0xd39ea8611cc83959418e3b68fb83630ff12d9e17,7,0,0,0,0,0,0,0,"233, 242, 541, 2895, 4227, 4500, 7112"
0xb189cd83790247c985e0b87526b59fda6e5d8b05,7,1,0,0,0,0,0,0,"1564, 4711, 4740, 4985, 8967, 13678, 15202"
0x8a43db38cfc0d9b26b5c533146a29007b21735f1,7,0,0,0,0,0,0,0,"4276, 5743, 9874, 10158, 10410, 11708, 14563"
